AREA,CODE
"Basswood Park, Fort Worth, TX",7314
"Basswood Village, Fort Worth, TX",7676
"Bates, Mobile, AL",5774
"Bates-Logan Park, Englewood, CO",9927
"Bath Beach, NY, NY",117
"Bath-Edie, Augusta, GA",13551
"Battery Lane, Bethesda, MD",11701
"Battery Park, NY, NY",2668
"Battery Point, Beaufort, SC",14496
"Battery Shores, Beaufort, SC",9971
"Battle Creek, Saint Paul, MN",2570
"Battle Monument, Trenton, NJ",5506
"Battle Point, Bainbridge Island, WA",14203
"Battlefield Industrial Park, Fredericksburg, VA",14773
"Battlefield, Nashville, TN",13566
"Baxter Road, Nashville, TN",8312
"Baxter, Grand Rapids, MI",12394
"Bay Area, Corpus Christi, TX",11808
"Bay Aristocrat Village Homeowners Assoc, Clearwater, FL",15621
"Bay Colony Club, Fort Lauderdale, FL",12901
"Bay Colony, Fort Lauderdale, FL",6590
"Bay Colony, Virginia Beach, VA",5289
"Bay Creek, Madison, WI",4850
"Bay Farm Island, Alameda, CA",9647
"Bay Ho, San Diego, CA",2767
"Bay Isle-Siesta, Sarasota, FL",1812
"Bay Meadows, San Mateo, CA",5029
"Bay Park, San Diego, CA",531
"Bay Ridge, NY, NY",109
"Bay Shore, Islip, NY",12342
"Bay Shore, Town of Islip, NY",328
"Bay Terrace, NY, NY",651
"Bay Terraces, San Diego, CA",2514
"Bay View, Milwaukee, WI",569
"Bay Village, Boston, MA",5739
"Bay Wood, Islip, NY",12352
"Bay Wood, Town of Islip, NY",984
"Bay, Springfield, MA",4255
"Bay-O-Vista, San Leandro, CA",10728
"Bayard Square, Wilmington, DE",2217
"Baychester, NY, NY",2626
"Baycreek, Winston-Salem, NC",7785
"Bayfront-Enchanted Knolls-Shelter Ridge, Mill Valley, CA",11068
"Baylands, Fremont, CA",13329
"Baylees-Atkins, Lubbock, TX",11186
"Baylor, Waco, TX",14580
"Baymarc, Pensacola, FL",15458
"Baymeadows, Jacksonville, FL",11901
"Bayou Highlands, Saint Petersburg, FL",6058
"Bayou Oaks, Sarasota, FL",12203
"Bayou St. John, New Orleans, LA",12931
"Baypoint Park, Sarasota, FL",8049
"Baypointe, Nashville, TN",13876
"Bayport, Islip, NY",12361
"Bayport, Town of Islip, NY",1177
"Bays, Foster City, CA",14036
"Bayshore Beautiful, Tampa, FL",1100
"Bayshore, Miami Beach, FL",1378
"Bayshore, Wilmington, NC",1565
"Bayshore-Klatt, Anchorage, AK",922
"Bayside Acres, San Rafael, CA",15476
"Bayside Beach, Plymouth, MA",8893
"Bayside West, Tampa, FL",1289
"Bayside, Everett, WA",4055
"Bayside, Mobile, AL",7192
"Bayside, NY, NY",128
"Bayside, Virginia Beach, VA",202
"Bayview Beach, Norfolk, VA",2000
"Bayview Heights, Duluth, MN",8955
"Bayview, Mobile, AL",5825
"Bayview, San Francisco, CA",2566
"Bayview, Sarasota, FL",13770
"Bayville, Berkeley, NJ",460
"Bayway Isles, Saint Petersburg, FL",1795
"Baywood Knolls, San Mateo, CA",3561
"Baywood Park, San Mateo, CA",7231
"Baywood, San Mateo, CA",5896
"Beach Haven Crest, Long Beach Township, NJ",8670
"Beach Haven Gardens, Long Beach Township, NJ",8547
"Beach Haven Park, Long Beach Township, NJ",8452
"Beach Haven Terrace, Long Beach Township, NJ",12904
"Beach Haven, Jacksonville, FL",516
"Beach High School Area-Feiler Terrace, Savannah, GA",15348
"Beach Institute, Savannah, GA",15340
"Beach Park, Tampa, FL",1393
"Beach Tract-Fairway Homes, Pacific Grove, CA",15263
"Beach, Pompano Beach, FL",1269
"Beachwood, Jacksonville, FL",13208
"Beacon Hill, Boston, MA",2942
"Beacon Hill, Lakeland, FL",13461
"Beacon Hill, San Antonio, TX",15671
"Beacon Hill, Seattle, WA",652
"Beacon Hill, Winston-Salem, NC",7800
"Beacon Hills and Harbour, Jacksonville, FL",12298
"Beacon Light-Berkley, Norfolk, VA",9207
"Beacon Square, Nashville, TN",8248
"Beadle Greenway, Sioux Falls, SD",14565
"Bean Hill, Norwich, CT",10533
"Bear Canyon, Albuquerque, NM",12664
"Bear Canyon, Tucson, AZ",1722
"Bear Creek, Irving, TX",9308
"Bear Creek, Redmond, WA",4952
"Bear Valley, Denver, CO",2927
"Bear Valley, Moreno Valley, CA",9063
"Bear's Club, Jupiter, FL",15513
"Beard, Napa, CA",15388
"Beardsley, Elkhart, IN",9154
"Bears Paw, Naples, FL",12407
"Beasley, Tampa, FL",13570
"Beatties Ford-Trinity, Charlotte, NC",3738
"Beau Terra, Mobile, AL",4984
"Beauclerc, Jacksonville, FL",1758
"Beaufont, Richmond, VA",6008
"Beaumont, Knoxville, TN",5961
"Beaumont-Wilshire, Portland, OR",3514
"Beaver Hills, New Haven, CT",3424
"Beaverdale, Des Moines, IA",921
"Becton Park, Charlotte, NC",3844
"Bedford Dwellings, Pittsburgh, PA",6089
"Bedford Park, NY, NY",129
"Bedford Stuyvesant, NY, NY",2426
"Bedford Walk, Columbia, MO",10762
"Bedford, Greenville, NC",1932
"Bee Ridge, Sarasota, FL",909
"Beech Hill, Yonkers, NY",9023
"Beech-Wilson, Pottstown, PA",2184
"Beecher Hills, Atlanta, GA",13349
"Beechfield, Baltimore, MD",4053
"Beechmont, Louisville, KY",11843
"Beechview, Pittsburgh, PA",947
"Beechwood Creek, Fort Worth, TX",8668
"Beechwood, Columbus, OH",4283
"Beechwood, Rochester, NY",2979
"Beechwood, Sarasota, FL",13644
"Beekman Manor, South Brunswick, NJ",11114
"Beeson Acres, Winston-Salem, NC",13827
"Behind the Rocks, Hartford, CT",2985
"Behrman, New Orleans, LA",858
"Bel Air of Josey Ranch, Carrollton, TX",14595
"Bel Air, Jackson, MS",12865
"Bel Air, Los Angeles, CA",971
"Bel Air, Orlando, FL",13361
"Bel Air, Santa Barbara, CA",5673
"Bel Aire, Napa, CA",11452
"Bel Marin Keys, Novato, CA",8808
"Bel Meade Homes Association, San Antonio, TX",6499
"Bel-Air  Woods, Flint, MI",14611
"Bel-Air, Albuquerque, NM",12406
"Bel-Air, Minot, ND",14314
"Bel-Aire, Norfolk, VA",14175
"Belage, Claremont, CA",14477
"Belair, Augusta, GA",11827
"Belair, Nashville, TN",6831
"Belair-Edison, Baltimore, MD",560
"Belair-Parkside, Baltimore, MD",8238
"Belaire, San Angelo, TX",10331
"Belcaro, Denver, CO",1317
"Belding-Woods, Richmond, CA",11535
"Belevedere, San Bernardino, CA",5432
"Belford, Middletown, NJ",1087
"Belknap Lookout, Grand Rapids, MI",1228
"Belknap, Louisville, KY",4051
"Bell Aire, Theodore, AL",7160
"Bell Cross Ranch, Parker, CO",14961
"Bell De Mar Crossing, Tempe, AZ",8306
"Bell Forge Village, Nashville, TN",8331
"Bell Knob, Nashville, TN",8580
"Bell Timacuan, Lake Mary, FL",10966
"Bella Lago, Chula Vista, CA",13508
"Bella Vista, Gilbert, AZ",7237
"Bella Vista, Oakland, CA",5555
"Bella Vista, Philadelphia, PA",2047
"Bella Vista, Santa Ana, CA",3976
"Bella Vista, Vancouver, WA",5025
"Bellaire Heights, Garland, TX",7851
"Bellaire Park North, Fort Worth, TX",6771
"Bellamah, Santa Fe, NM",14936
"Belle Acres, Nashville, TN",8679
"Belle Forest, Nashville, TN",7949
"Belle Glen, Nashville, TN",8611
"Belle Harbor, NY, NY",3658
"Belle Haven, Menlo Park, CA",3510
"Belle Isle, Miami Beach, FL",1759
"Belle Isle, Oklahoma City, OK",2324
"Belle Meade Links, Nashville, TN",7816
"Belle Morris, Knoxville, TN",5676
"Belle Oaks, Nashville, TN",8236
"Belle Pointe, Nashville, TN",8223
"Belle Vista, Youngstown, OH",1180
"Bellemeade, Richmond, VA",4727
"Bellemeade-Baynard Park, Evansville, IN",10677
"Bellerose, NY, NY",271
"Belleview-Cornerstone Park, Englewood, CO",12984
"Bellevue Avenue and Estates, Newport, RI",2312
"Bellevue Forest, Arlington, VA",6682
"Bellevue Highlands, Nashville, TN",8407
"Bellevue Terrace, Sarasota, FL",13335
"Bellevue, Richmond, VA",4654
"Bellevue, Schenectady, NY",2103
"Bellevue, WA, DC",3485
"Bellewood, Mobile, AL",1648
"Bellfontaine, Theodore, AL",7469
"Belll Valley, Nashville, TN",8613
"Bellmont Hills, Smyrna, GA",10342
"Bellmont Hillsboro, Nashville, TN",1084
"Bellmont, Theodore, AL",5587
"Bellona-Gittings, Baltimore, MD",7169
"Bellrock, Malden, MA",10889
"Bells Bend, Nashville, TN",6629
"Bellshire Estates, Nashville, TN",6539
"Belltown, Seattle, WA",899
"Belltown, Stamford, CT",3776
"Belmar Gardens, Tampa, FL",12262
"Belmar, Lakewood, CO",14273
"Belmeade, Mobile, AL",5984
"Belmont Central, Chicago, IL",264
"Belmont Estates, Harrisonburg, VA",15529
"Belmont Gardens, Chicago, IL",2713
"Belmont Heights, Belmont, CA",14147
"Belmont Heights, Chicago, IL",684
"Belmont Heights, Long Beach, CA",2762
"Belmont Park, Long Beach, CA",5956
"Belmont Shore, Long Beach, CA",3360
"Belmont Terrace, Chicago, IL",4634
"Belmont Woods, Richmond, VA",7276
"Belmont, Charlotte, NC",4807
"Belmont, Charlottesville, VA",1350
"Belmont, Columbia, SC",5923
"Belmont, Dayton, OH",853
"Belmont, Detroit, MI",13135
"Belmont, Lincoln, NE",3827
"Belmont, NY, NY",2584
"Belmont, Philadelphia, PA",9607
"Belmont, Roanoke, VA",9456
"Belsera, Bakersfield, CA",8321
"Belt Center, Richmond, VA",13299
"Belt Line, Irving, TX",10023
"Beltrami, Minneapolis, MN",5986
"Beltzhoover, Pittsburgh, PA",5239
"Belvedere, Columbia, SC",5337
"Belvedere, Norfolk, VA",13957
"Belvedere, Portsmouth, VA",9206
"Belvidere, Lowell, MA",8894
"Belview Heights, Birmingham, AL",11282
"Belview, Winston-Salem, NC",6330
"Belvoir, Chattanooga, TN",11630
"Bemis, Watertown, MA",14044
"Bemiss, Spokane, WA",3086
"Ben Ali, Sacramento, CA",5884
"Ben Hill Acres, Atlanta, GA",13557
"Ben Hill Forest, Atlanta, GA",13422
"Ben Hill Pines, Atlanta, GA",13574
"Ben Hill Terrace, Atlanta, GA",13403
"Ben Hill, Atlanta, GA",12275
"Bend of the River, Marion, IN",15147
"Benjamin Hills, Wichita, KS",1333
"Benjamin Van Clark Park, Savannah, GA",15344
"Bennet Place, Durham, NC",10078
"Bennett Estates, Flagstaff, AZ",10295
"Bennett Hill-Progress, Blacksburg, VA",15102
"Bennett Woods, Smyrna, GA",14696
"Bennett, Fargo, ND",2045
"Benning Heights, WA, DC",5442
"Benning Ridge, WA, DC",3337
"Benning, WA, DC",5356
"Bennington, Vancouver, WA",4371
"Bennock Mill, Augusta, GA",13231
"Bensonhurst, NY, NY",41
"Bent Creek - Woodberry Forest, Durham, NC",14557
"Bent Oak, Elkhart, IN",11145
"Bent Tree Farm, Winston-Salem, NC",6667
"Benteen Park, Atlanta, GA",5944
"Bently Village, Fort Worth, TX",7930
"Benton Park West, Saint Louis, MO",1366
"Benton Park, Bakersfield, CA",2937
"Benton Park, Saint Louis, MO",1440
"Benton Woods, Sandy Springs, GA",10244
"Benton, Independence, MO",9593
"Benton-Stephens, Columbia, MO",14984
"Berclair-Highland Heights, Memphis, TN",2515
"Berea, Baltimore, MD",1520
"Berg-Lasher, Detroit, MI",13080
"Bergen Beach, NY, NY",1369
"Bergen Square, Camden, NJ",11502
"Bergen-Lafayette, Jersey City, NJ",434
"Berkeley Heights, Waterbury, CT",9437
"Berkeley Park, Atlanta, GA",13222
"Berkeley Place, Fort Worth, TX",5685
"Berkeley Sq. & Parkside, Trenton, NJ",1664
"Berkeley, Cumberland, RI",9136
"Berkeley, Denver, CO",981
"Berkleigh, Mobile, AL",1361
"Berkley Oaks, Madison, WI",6615
"Berkley, WA, DC",5312
"Berkshire Village, Fort Wayne, IN",13825
"Bermuda Riviera, Fort Lauderdale, FL",12796
"Bermuda Run, Advance, NC",1736
"Bernal Heights, San Francisco, CA",2527
"Bernon District, Woonsocket, RI",2303
"Berryessa, San Jose, CA",2492
"Berrys Chapel, Franklin, TN",3353
"Berwick, Columbus, OH",3833
"Berwood Drive - Azalea Circle, Jackson, MS",12835
"Berwyn, Easttown Township, PA",2847
"Bess Estates, Nashville, TN",7877
"Bessey, Stuart, FL",14930
"Bethabara Estates, Winston-Salem, NC",8046
"Bethabara, Winston-Salem, NC",13316
"Bethane, Moreno Valley, CA",10121
"Bethel, Eugene, OR",375
"Bethesda Center, Bethesda, MD",15495
"Bethesda Row, Bethesda, MD",11698
"Bethlehem, Augusta, GA",12789
"Bethune-Eastside-Rowan, Hattiesburg, MS",14655
"Betmar LaVilla, Atlanta, GA",12321
"Better Waverly, Baltimore, MD",4644
"Beverley Glen, Visalia, CA",10410
"Beverly Estates, Overland Park, KS",12876
"Beverly Glen, Los Angeles, CA",606
"Beverly Heights, Fort Lauderdale, FL",13395
"Beverly Heights, Nashville, TN",8142
"Beverly Heights, Texarkana, TX",14123
"Beverly Hills, Baltimore, MD",6642
"Beverly Hills, Concord, NC",9359
"Beverly Park, Burien, WA",9264
"Beverly Park, Hollywood, FL",12490
"Beverly View, Chicago, IL",6514
"Beverly Woods, Charlotte, NC",1198
"Beverly Woods, Chicago, IL",6083
"Beverly, Chicago, IL",585
"Beverly, Irvington, AL",7045
"Beverly, Toledo, OH",855
"Beverlywood, Los Angeles, CA",3006
"Bevo Mill, Saint Louis, MO",678
"Bicentennial Estates, Lincoln, NE",6572
"Biddle Street, Baltimore, MD",5465
"Biddleville, Charlotte, NC",5205
"Biedeman, Camden, NJ",2374
"Bienville, Mobile, AL",6253
"Big Bayou, Saint Petersburg, FL",7303
"Big Bend, New Port Richey, FL",8069
"Big Creek, Semmes, AL",7813
"Big Oaks, Chicago, IL",3748
"Big Sky, Gallatin Gateway, MT",15589
"Big Woods-Marmion, Aurora, IL",2332
"Bigelow Highlands, Olympia, WA",6650
"Bigelow, Olympia, WA",7770
"Billington Heights, Elma, NY",5508
"Billington Sea, Plymouth, MA",11007
"Biltmore, Jacksonville, FL",12224
"Biltmore, Winston-Salem, NC",13663
"Bingham, Lansing, MI",9064
"Bingham, Springfield, MO",9318
"Bingville, Savannah, GA",15349
"Binz, Houston, TX",1331
"Birch Grove, Brooklyn Park, MN",11616
"Birch Park Finger Sts., Fort Lauderdale, FL",13761
"Birch Valley, Levittown, PA",9065
"Birchcrest, Edina, MN",9891
"Birchwood, Anchorage, AK",12671
"Birchwood, Bellingham, WA",3520
"Birchwood, Saint Louis Park, MN",9309
"Bird Key, Sarasota, FL",1817
"Bird Land, San Diego, CA",3847
"Birdcage Heights, Citrus Heights, CA",10466
"Birds, Foster City, CA",14022
"Birdshill, Lake Oswego, OR",7315
"Birkdale Place, Nashville, TN",13776
"Birmingham, Toledo, OH",3984
"Biscayne Island, Miami, FL",8186
"Biscayne Point, Miami Beach, FL",4126
"Biscayne Terrace, Jacksonville, FL",12552
"Biscayne, Jacksonville, FL",12099
"Bishop Park, Lincoln, NE",7230
"Bishop's Gate, Albany, NY",6295
"Bitter Lake, Seattle, WA",3035
"Biwer's Woods, West Allis, WI",15034
"Bixby Area, Long Beach, CA",2734
"Bixby Hill, Long Beach, CA",5845
"Bixby Knolls, Long Beach, CA",3909
"Black Acres, Gainesville, FL",10140
"Black Hammock Island, Jacksonville, FL",13370
"Black Hills, Grand Rapids, MI",12974
"Black Mountain Ranch, San Diego, CA",1156
"Black Mountain, Henderson, NV",3282
"Black Oak, Gary, IN",8868
"Black Pearl, New Orleans, LA",13177
"Black Point, Novato, CA",13925
"Black Rock, Bridgeport, CT",1872
"Black Rock, Buffalo, NY",3374
"Blackbird Farms, West Lafayette, IN",15447
"Blackburn, Independence, MO",1933
"Blackfords Grove, Evansville, IN",14949
"Blackhawk Forest, Fort Wayne, IN",7553
"Blackhawk, Aurora, IL",9590
"Blackhawk, Fort Wayne, IN",12287
"Blackhawk, Madison, WI",7281
"Blackshear, San Angelo, TX",8854
"Blackshear, Savannah, GA",15336
"Blackstock North, Oxnard, CA",10549
"Blackstock South, Oxnard, CA",10564
"Blackstone Park, Detroit, MI",12574
"Blackstone, Providence, RI",1091
"Blackstone, Saint Louis Park, MN",9208
"Blackstone, Semmes, AL",5650
"Blackwell, Richmond, VA",6121
"Blacow, Fremont, CA",3204
"Blaine, Muncie, IN",9525
"Blair Heights, Nashville, TN",7592
"Blair Hills, Culver City, CA",15169
"Blair Manor, Nashville, TN",8485
"Blair Park, San Bernardino, CA",5987
"Blair Villa - Poole Creek, Atlanta, GA",7603
"Blaisdell Ranch, Claremont, CA",14478
"Blakeman Ranch, Chandler, AZ",7728
"Blanchard Heights, Nashville, TN",6557
"Blanche Ely, Pompano Beach, FL",4548
"Blanco Gardens, San Marcos, TX",10802
"Blanco River North, San Marcos, TX",10841
"Blanco-Culver Crest, Culver City, CA",11025
"Blandtown, Atlanta, GA",6244
"Blaunt-Quarantine Island, Jacksonville, FL",13121
"Blauvelt, Orangetown, NY",4129
"Bleheim Square - Research Hospital, Kansas City, MO",12803
"Blendon Woods, Columbus, OH",4092
"Blenman-Elm, Tucson, AZ",1487
"Bliss Corner, Dartmouth, MA",1358
"Bliss, Eagle, NY",5346
"Blithedale Canyon, Mill Valley, CA",11064
"Bloomfield, NY, NY",13113
"Bloomfield, Pittsburgh, PA",2992
"Bloomfield-Allen, Des Moines, IA",1165
"Bloomingdale, Fort Wayne, IN",12521
"Bloomingdale, WA, DC",3636
"Bloomington Heights, Ames, IA",14023
"Blossom Park, San Antonio, TX",13057
"Blossom Trace, Nashville, TN",8515
"Blossom Valley, Mountain View, CA",13909
"Blossom Valley, San Jose, CA",73
"Blue Diamond, Las Vegas, NV",8597
"Blue Heron, Lake Oswego, OR",6208
"Blue Hills Estates, Kansas City, MO",12723
"Blue Hills, Hartford, CT",673
"Blue Hills, Kansas City, MO",12471
"Blue Oaks, Roseville, CA",3339
"Blue Ridge, Bloomington, IN",14303
"Blue Ridge, Levittown, PA",9066
"Blue Ridge, Seattle, WA",5481
"Blue Ridge-Rugby Ave, Charlottesville, VA",12226
"Blue Village, Independence, MO",11419
"Blue Vue Hills, Kansas City, MO",12680
"Blueberry Hill-Brigadoon-Stoneybrook-Baralto, Lexington, KY",539
"Bluebonnet Acres, Pflugerville, TX",11588
"Bluebonnet Hills, Fort Worth, TX",6548
"Bluebonnet Place, Fort Worth, TX",6532
"Bluemont Lakes, Fargo, ND",11492
"Bluemont, Arlington, VA",3315
"Bluemound Heights, Milwaukee, WI",4089
"Bluemound Manor, Wauwatosa, WI",14842
"Bluff Acres, Madison, WI",4285
"Bluff Creek, San Antonio, TX",8638
"Bluff Heights, Long Beach, CA",3751
"Bluff Park, Long Beach, CA",1616
"Bluff Street, Dubuque, IA",15469
"Bluff View, Columbus, OH",7775
"Bluff, Pittsburgh, PA",3632
"Bluffs of Winding Oaks, Bartlett, TN",9806
"Bluffs, Jupiter, FL",9382
"Bluffs, San Angelo, TX",8863
"Bluffview at Camino Real, San Antonio, TX",12780
"Bluffview, Dallas, TX",519
"Bluffwood, Iowa City, IA",14712
"Blufton, Hilton Head Island, SC",2300
"Blum, Fort Wayne, IN",7831
"Blythewood, Baltimore, MD",13293
"Boardman, Traverse City, MI",14289
"Boardwalk-Inlet, Ocean City, MD",10516
"Boats, Foster City, CA",10001
"Bocage, Baton Rouge, LA",9755
"Bodger Park, Hawthorne, CA",10423
"Boerum Hill, NY, NY",2769
"Bogert Park, Bozeman, MT",14431
"Boggy Creek, Orlando, FL",13156
"Bohemia, Islip, NY",12349
"Bohemia, Town of Islip, NY",742
"Bohl's Place, Pflugerville, TX",15438
"Boise, Portland, OR",4208
"Bolling Brook, Norfolk, VA",15286
"Bolton Hill, Baltimore, MD",3613
"Bolton Hills, Atlanta, GA",8185
"Bolton, Atlanta, GA",12181
"Bolton, West Linn, OR",1957
"Bomber Heights, Fort Worth, TX",3981
"Bon Air North, Tampa, FL",12817
"Bon Air, Louisville, KY",1140
"Bon Air, Pittsburgh, PA",6456
"Bon Air, Tampa, FL",11942
"Bonaire, San Leandro, CA",13989
"Bonanza Park, Park City, UT",9916
"Bond Hill, Cincinnati, OH",969
"Bonham, San Angelo, TX",11959
"Bonita Bayou, Saint Petersburg, FL",6908
"Bonita Long Canyon, Chula Vista, CA",4779
"Bonne Hills, Kansas City, MO",12636
"Bonneville Hills, Salt Lake City, UT",12105
"Bonnie Brae Suddivision, Nashville, TN",8123
"Bonnie Brae, Fort Worth, TX",4718
"Bonnycastle, Louisville, KY",12646
"Bonvue, Lakewood, CO",10088
"Booker T Washington, Monroe, LA",15418
"Booker Washington Heights, Columbia, SC",6390
"Boon Trace, Nashville, TN",8507
"Booth-Boyd, Baltimore, MD",7402
"Borah, Boise, ID",12455
"Borchert Field, Milwaukee, WI",3787
"Bordeaux, Nashville, TN",4758
"Borderland, El Paso, TX",15661
"Borough Park, NY, NY",2432
"Boston Road, Springfield, MA",3782
"Boston Thurmon, Winston-Salem, NC",5784
"Botanical Heights (formerly McRee Town), Saint Louis, MO",6044
"Bottineau, Minneapolis, MN",5789
"Boulder Creek, Mesa, AZ",6290
"Boulder Meadows, Boulder, CO",15590
"Boulder Mountain, Mesa, AZ",7083
"Boulder Park, Atlanta, GA",13314
"Boulder Point, Flagstaff, AZ",10300
"Boulder Ridge, Pflugerville, TX",11589
"Boulder Ridge, Pittsfield Township, MI",15205
"Bouldin, Austin, TX",11914
"Boulevard Bluffs, Everett, WA",4964
"Boulevard District, Aurora, IL",2334
"Boulevard Heights, Atlanta, GA",12320
"Boulevard Heights, Hollywood, FL",604
"Boulevard Heights, Saint Louis, MO",843
"Boulevard Manor, Arlington, VA",5043
"Boulevard Park Isles, Fort Lauderdale, FL",13426
"Boulevard Park, Burien, WA",9265
"Boulevard Park, Pompano Beach, FL",6627
"Boulevard Park, Sacramento, CA",4383
"Boulevard, Shaker Heights, OH",8809
"Boulevard, Waterbury, CT",2290
"Bouley Manor, Waterbury, CT",15020
"Bow & Arrow Acres, Flagstaff, AZ",10294
"Bowen Park, Winston-Salem, NC",7279
"Bower, Elkhart, IN",2323
"Bowers, Manchester, CT",9067
"Bowie, Lubbock, TX",9407
"Bowling Green, Norfolk, VA",14307
"Bowling Woodlawn, Nashville, TN",6007
"Bowman, Louisville, KY",12220
"Bowmanville, Chicago, IL",3952
"Box Springs, Moreno Valley, CA",8736
"Boyd Acres, Bend, OR",1184
"Boyd Ponds, Arvada, CO",10223
"Boyds-Leslie Park, Albuquerque, NM",6912
"Boyle Heights, Los Angeles, CA",2442
"Boyle Park, Little Rock, AR",3917
"Boynton, Detroit, MI",1069
"Boywood Forest, Winston-Salem, NC",8054
"Bozeman Creek, Bozeman, MT",14430
"Brackridge, Jacksonville, FL",13427
"Bradbury Ranch, Parker, CO",12988
"Braddock Road Metro, Alexandria, VA",3645
"Braden Park, Tulsa, OK",8368
"Bradford Park, Springfield, MO",11301
"Bradley Estates, Milwaukee, WI",5459
"Bradley Pointe South Area, Savannah, GA",11346
"Bradley, Columbia, SC",1694
"Brady Gardens, San Antonio, TX",12791
"Brady Heights, Tulsa, OK",7637
"Brady Lane, Lafayette, IN",11657
"Braeburn, Houston, TX",11817
"Braehead Woods, Fredericksburg, VA",9209
"Braemar Hills, Edina, MN",11778
"Braeswood Place, Houston, TX",413
"Braeswood, Tulsa, OK",13651
"Bragg Hill, Fredericksburg, VA",10417
"Brainerd Park North, Chattanooga, TN",11628
"Brainerd Park, Chattanooga, TN",11629
"Brainerd, Chicago, IL",649
"Bram's Addition, Madison, WI",6272
